filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,label
643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138536-1.0-m-72-bp.wav,0.422128439,0.023675302,2532.389686,1894.438666,4855.737305,0.169215322,-324.0632629,79.75630188,-59.31906509,31.97632599,-48.05428696,6.343759537,-26.91551018,-0.233315721,-10.39249039,-10.37214947,0.345482022,-13.8635397,-3.158517361,-14.79337597,2.538164377,-12.23089123,0.673374116,-2.258592606,-2.914672136,1.776638865,bellyPain
643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138545-1.0-m-72-bp.wav,0.30436942,0.024198662,2278.499923,2016.907384,4849.462729,0.11861839,-340.7745972,76.97480011,-30.38974571,30.74109077,-42.71569061,4.543403625,-29.66324806,-12.63366508,-17.99494553,-15.75549221,-9.841369629,-17.57061195,-2.43102026,-18.81768799,0.754873037,-3.604929447,6.944342613,4.064860821,0.49355191,1.213875055,bellyPain
643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138591-1.0-m-72-bp.wav,0.337315917,0.026991667,1785.782104,1786.601756,3814.514241,0.090563237,-416.2979126,75.44467163,2.324267149,2.395352364,-22.40005875,-5.757509708,-19.35322189,-15.23271656,-10.73966885,-18.25160408,-10.60032177,-6.343615055,-5.432663441,-7.615992069,-4.120632172,-6.075345993,-0.217432484,-0.915542126,-0.804154575,3.692192078,bellyPain
643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138602-1.0-m-72-bp.wav,0.451156974,0.005548719,1731.991932,1607.350805,3399.073155,0.097649783,-433.1226196,115.1333008,-38.70807266,10.73259926,-26.31543541,-1.50468421,-12.68393803,-11.82729721,-11.78471851,-15.35526466,-11.60396671,-16.88157654,-8.116166115,-12.05222034,-6.376479626,-9.009021759,-3.604332209,-6.513279915,-9.036992073,-1.448601484,bellyPain
643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138647-1.0-m-72-bp.wav,0.266143948,0.028064052,2565.099581,1968.310327,4946.112586,0.130241748,-334.3861694,64.51719666,-37.15494537,42.37796021,-54.88531494,1.128199458,-22.61291504,-14.49856949,-15.73375225,-12.43915272,-8.443836212,-17.41939545,1.018511772,-17.24451828,5.645819187,-1.317688704,4.586912632,12.77831745,1.07500875,5.815572262,bellyPain
69BDA5D6-0276-4462-9BF7-951799563728-1436936185-1.1-m-26-bp.wav,0.277034014,0.180614188,2212.729172,1836.057827,4235.730789,0.11851168,-190.8884735,80.16821289,-44.55170059,18.97843742,-54.29143524,5.743961334,-28.14413261,-0.469843179,-8.442695618,0.299699754,-2.061505318,-13.34691906,2.340741158,-17.51997185,-0.113272153,-11.18713856,2.51732707,2.58292222,9.415276527,11.46932507,bellyPain
999bf14b-e417-4b44-b746-9253f81efe38-1430974001343-1.7-m-26-bp.wav,0.344421238,0.037046529,1377.40207,755.3254646,2211.272087,0.115226182,-426.4191284,147.4679871,-70.62653351,-12.23667812,27.42373657,-39.83499908,-22.81727028,19.31240845,-0.919900775,-8.700971603,-1.016224742,-6.219605446,-3.011571169,-4.996931076,-12.34651184,-3.583903313,1.599381208,-0.254062027,5.370026112,4.951086521,bellyPain
ae5f103b-5fee-442f-bb1b-d9d0570c46ab-1431533857965-1.7-m-26-bp.wav,0.329247326,0.028188584,1153.273364,890.3301149,2161.682373,0.085961914,-434.0268555,121.7507782,-21.57201004,10.32943916,16.79545784,-23.97756958,-1.65880394,8.281115532,-12.17922592,-2.332701921,-5.479177475,-21.25706482,-6.29219532,-0.166223302,-8.608783722,0.467849433,3.757482052,-2.4470222,-1.962726235,-7.98575592,bellyPain
C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548333-1.0-f-26-bp.wav,0.374958903,0.021903526,2219.301822,1624.263956,3898.971457,0.162135244,-336.0250854,108.5386353,-75.44374847,41.9679718,-52.56554794,15.01394653,-26.31431389,-0.141196832,-16.46984291,-11.30207634,-5.415849209,-14.22740936,-0.484626025,-13.32849312,8.450271606,-9.093304634,8.765504837,-8.355845451,-5.282149792,-3.656055927,bellyPain
ca876169-c078-4a4b-97b7-e4863b55215b-1435078699681-1.7-f-04-bp.wav,0.387424767,0.004629517,722.0064773,740.2503767,1454.17083,0.034470061,-522.9160767,145.1687927,-3.484799147,9.527306557,20.68041992,-13.24990082,-1.021404862,6.304646015,-12.02941227,-2.842776537,0.934014738,-13.14484692,-6.003148556,-0.697970033,-8.563106537,-3.843460321,-2.565194368,-9.010098457,-4.13801384,-3.216258764,bellyPain
d6cda191-4962-4308-9a36-46d5648a95ed-1431159262344-1.7-m-04-bp.wav,0.312265098,0.037434168,1682.168342,847.0180083,2685.791016,0.148945711,-398.5836182,150.8297272,-109.2109146,-16.94375992,22.74137115,-40.29673386,6.03641367,17.2245369,-28.70099258,-2.987696886,6.842610836,-17.17045403,-1.724804401,-0.800427854,-10.24860668,8.471804619,5.699890137,-1.322723031,12.98816204,2.579960108,bellyPain
d6cda191-4962-4308-9a36-46d5648a95ed-1431159272600-1.7-m-04-bp.wav,0.289156288,0.042808726,1794.739199,813.4818513,2720.519482,0.163079317,-361.0756226,149.0565491,-124.7454681,-19.49498177,19.55996704,-48.61753845,9.863772392,23.96788025,-30.40424728,-3.82811141,8.804914474,-17.25352478,-3.668250084,-2.906529188,-8.935378075,12.03736496,6.812030315,-2.085134983,8.53161335,-4.895448208,bellyPain
d6cda191-4962-4308-9a36-46d5648a95ed-1431700390946-1.7-m-04-bp.wav,0.285109192,0.19972527,2167.073183,752.5925469,2868.989092,0.206920352,-233.0366516,145.6956635,-148.8320465,4.444797039,41.49679565,-60.20103836,6.86855793,25.59642792,-40.13132477,-7.08819437,12.79573917,-12.81957054,0.197272554,-6.336943626,-13.38937855,10.7989006,-0.476199895,-9.047012329,10.73459435,0.727501988,bellyPain
E2C4BCE0-99FD-49EC-8AB1-5EA5DF7DD8C5-1430303364-1.0-f-04-bp.wav,0.3073726,0.031177294,1217.223971,1351.689131,2274.854567,0.056545232,-327.6489563,149.7064819,-41.31777191,20.21999168,-33.67301178,2.389059782,-25.65094566,-10.52718353,-25.39595985,-25.34772682,-17.94120979,-26.39782143,-11.97853947,-21.40201759,-4.060295105,-11.49143314,-2.172187805,-3.985272408,-2.500048399,2.237729549,bellyPain
ecd99605-7cba-4fc2-ab88-8de16fcee09b-1430735552638-1.7-f-26-bp.wav,0.3513228,0.047706116,857.7668292,620.3760468,1443.302682,0.064687434,-385.5955811,149.7093048,-6.521275997,-17.4295578,-5.323451042,-12.94017029,1.608819485,-7.992388248,-23.68576622,-4.717308998,0.389140815,-8.276754379,-1.423070073,-6.711661816,-15.02500725,-5.789484978,-5.804886818,-9.583033562,-3.118400574,-5.481333256,bellyPain
efd13da0-d40e-48bc-b14e-dee28af4d3c6-1430761070609-1.7-f-26-bp.wav,0.398374677,0.048183627,726.6399634,628.8560949,1248.311579,0.046214673,-379.2390442,139.0619202,12.40185452,-6.568575382,3.794406176,-11.11964512,-11.59364986,-7.176161289,-10.91623974,-4.427898884,-2.415509462,-10.6342144,-7.290421009,-2.611594677,-8.725808144,-10.15389061,-6.67779398,-6.070384502,-3.409752131,-1.393784881,bellyPain
F15D825B-F861-410B-ACC9-9863C8949217-1428577159-1.0-m-26-bp.wav,0.520504832,0.000959576,1551.357,1486.934501,2854.361548,0.094456553,-636.8953857,157.5892944,-60.03516769,17.77222061,-35.44741058,33.95053101,-6.127066612,10.18056583,-7.947128773,-5.702610493,-2.476115704,-18.64638901,-0.362706751,-13.85347176,3.898827076,-10.88542652,-1.778309822,-5.970069408,-2.520150185,1.164746284,bellyPain
2439388A-9CF2-4D3B-9534-E6951FC9EAD4-1436877994-1.1-m-26-bu.wav,0.465047538,0.050972991,1677.911158,1655.718807,3403.600832,0.089790395,-274.1885986,109.6471405,-34.27682114,46.86290741,0.059424393,14.93255901,-11.45344162,-0.078732923,-9.029188156,-12.73283386,-4.003601551,-11.69728184,-4.788734436,-14.91539764,-6.062176704,-10.31150818,-4.675765514,-8.14335537,-6.409288883,-4.983413219,burping
30345b40-19b9-405e-a579-32c9e81a4254-1437001504632-1.7-f-04-bu.wav,0.295233279,0.033410504,1382.74376,934.0478291,2467.561523,0.086072591,-368.0577087,125.5951462,-49.58095169,6.010766983,12.46306992,-42.1615181,1.738088012,17.77476311,-25.9735508,-15.43049812,-1.611373663,-14.3601265,-2.654999495,-1.642389178,-15.20259762,-5.905223846,-3.243731737,-8.068981171,2.193611622,4.602567196,burping
4CD5903D-E2CE-401E-B898-D873C763F44B-1430727770-1.0-m-26-bu.wav,0.363874525,0.00173947,1841.066911,1909.410866,4277.870269,0.088052308,-531.527832,123.9659042,-32.6595726,45.02429199,-36.81760788,31.14358711,-17.42042542,-1.573171616,-13.82786274,-12.02377415,-6.083117962,-18.29017258,-0.642088234,-19.90996552,-3.214866161,-13.04284286,-5.953063488,-12.83129692,-6.926361561,-4.83388567,burping
5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757039803-1.7-m-48-bu.wav,0.301411003,0.171832711,2109.045821,849.6619256,2969.706317,0.193539716,-236.0411072,147.0374908,-143.7946472,1.968650699,28.29567146,-59.12218094,18.72340775,23.96548843,-40.84045029,0.145157501,8.614266396,-17.38828468,8.801738739,-0.558100998,-15.20189667,9.142140388,-1.341030478,-10.26437092,4.120376587,-9.821098328,burping
5B416CE8-2591-4531-9ADC-86D085B5D48B-1430144841-1.0-m-48-bu.wav,0.554541767,0.004282092,1620.13453,1617.203404,3302.601553,0.0850919,-423.9216309,139.2908936,-48.65061951,23.46810722,-32.11164856,14.56981754,-21.47446442,-10.15954876,-15.82758617,-13.12373447,-6.753159046,-14.77417755,-0.766600549,-17.23582649,-3.453711987,-15.36524773,-5.970990181,-5.713562489,-7.992422104,-5.421336651,burping
79FF400A-97E2-4701-987D-C7C850D5523C-1430089648-1.0-f-48-bu.wav,0.322976381,0.047491781,2298.714794,1652.523906,4012.591189,0.151760076,-314.4938965,73.25325012,-54.00733948,32.97093582,-20.822052,14.82066631,-24.01681328,-2.400052071,-2.869210005,-8.044121742,-13.51618099,-12.68366146,-1.325787663,-6.929973602,15.44098949,-2.55526185,4.326859951,-8.813358307,-15.11259556,-6.88364172,burping
7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846915-1.1-f-26-bu.wav,0.600943208,0.009266121,2032.962997,1782.101847,4018.901416,0.127050135,-339.2668762,121.7424469,-63.081604,31.92096901,-36.53750229,16.70268822,-23.74933624,5.059943676,-12.25426483,-10.58763313,-5.580010891,-14.93321705,1.473706365,-18.86624908,1.39653635,-17.61491585,-5.564176083,-8.675603867,-9.310996056,-3.608222961,burping
7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232208-1.0-f-26-bu.wav,0.418264776,0.113734558,2304.546154,1750.332113,4203.430984,0.146287122,-255.8600464,67.1805954,-48.74799347,14.4456892,-25.31035042,-2.651310921,-22.87669754,8.228723526,-12.62203979,-5.436973572,-3.143202543,-7.116559982,2.820668459,-8.034267426,6.238031387,-8.644124985,2.489165545,-5.180311203,-3.434404612,-1.750922799,burping
7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430540826-1.0-f-26-bu.wav,0.366291106,0.164034262,2639.141721,1847.373269,4879.053058,0.170584773,-188.7080078,57.77005386,-77.42510986,15.79996014,-29.2809391,17.33358955,-21.42920113,22.90509796,-15.64383316,-8.335515022,0.208152696,-14.29329872,7.146151543,-6.710646629,12.02520752,-9.976630211,3.729685307,-2.606279612,-1.273914099,2.265550613,burping
89e783af-dea5-4258-a990-1094c687a54c-1430658035133-1.7-m-04-bu.wav,0.418452948,0.003741587,937.0750306,895.4462781,2010.833883,0.04788259,-586.2577515,135.9507294,-11.15932846,5.980592728,16.39500237,-14.01983166,5.367378712,11.36721992,-11.87706947,-6.195168972,-5.563788414,-16.18277931,-4.778739452,-3.856463194,-14.04839993,-6.362841129,-6.452860832,-13.84440041,-5.859977245,-4.309328079,burping
999bf14b-e417-4b44-b746-9253f81efe38-1430972820020-1.7-m-26-bu.wav,0.351489782,0.059664439,582.7201174,622.0200615,1107.767686,0.027373243,-421.4629211,124.4815445,22.62423706,10.91674709,15.50135517,-4.923008442,-6.592862606,2.402267933,0.763187051,-1.743807793,-5.660704136,-5.019082069,3.843971252,-0.387918204,-11.17632675,-5.890586376,-1.009611607,-6.896615505,-5.581140041,0.176724866,burping
AEA8AE04-D00E-48A7-8A0B-6D87E2175121-1430563241-1.0-f-72-bu.wav,0.465919614,0.059291739,2324.011785,1591.333555,3878.543434,0.165561297,-282.8375549,84.10906219,-53.21716309,48.04670334,-18.09827805,-12.07883167,-14.10560417,1.211326122,-13.80279255,-5.274793625,-5.027666092,-14.54792309,-4.543865681,-15.62430477,0.391901344,-8.742013931,-3.916120291,-6.754032135,-7.056536198,-1.007344127,burping
af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,0.268695563,0.220726922,1719.519743,820.0614189,2646.751371,0.138862339,-214.3462372,150.2819824,-115.4779816,7.560422421,41.25315857,-56.22935867,-16.76534081,3.761577129,-31.49016953,3.559724331,5.416929245,-25.52100563,1.638224125,5.385066032,-13.39494324,7.184945107,8.081646919,-4.808997631,6.834155083,1.412353992,burping
cecd525b-18fd-49e3-b2b9-dfb08b93ad95-1430643175818-1.7-f-26-bu.wav,0.44650948,0.026950169,1094.263818,901.4203696,2266.907959,0.074541016,-337.6062012,214.9329224,-67.99972534,10.98461437,37.31207657,-42.5094223,-3.112312078,15.32007694,-22.40112877,0.320618242,5.81439209,-14.27581692,1.255740404,-4.116884708,-16.05523682,-0.628220975,-8.44760704,-14.44379711,1.582029223,-6.724228382,burping
ecc080a5-0124-4174-a218-08820ab503aa-1430092447223-1.7-m-26-bu.wav,0.435716242,0.007957315,2015.837383,1062.129975,3216.206644,0.202931371,-467.4425049,203.2425385,-123.5512695,35.61448669,36.14620972,-70.93436432,17.98112106,17.43332863,-35.79642487,14.93670177,-4.794782162,-27.80984879,18.53895569,-6.57111454,-19.89698982,18.56737709,-5.199768066,-14.79362202,9.751291275,-9.544351578,burping
efd13da0-d40e-48bc-b14e-dee28af4d3c6-1430728096874-1.7-f-72-bu.wav,0.228335112,0.088775225,919.9578363,630.2500569,1494.02855,0.066153917,-375.297699,150.8921661,-34.06074905,-14.77610683,16.85014343,-21.56803513,-18.94417953,-1.395972371,-10.56531811,-10.1866312,-13.5666275,-19.46845436,-1.88309598,3.104250908,-11.38807297,-5.96940136,3.075573921,-3.428389311,-3.470529556,2.119749069,burping
F24DE44B-762C-4149-AC92-96A5E57ED118-1430816949-1.0-m-04-bu.wav,0.278574884,0.067556709,1243.377926,1438.515578,2403.447718,0.048619555,-336.1104736,92.85901642,-4.820511341,9.45972538,-24.77053833,-13.93647861,-17.43383598,-18.54372978,-15.00253487,-8.829093933,-14.15467358,-14.74096489,-2.434038401,-5.651053429,-0.759403408,-3.007083416,3.201518297,5.608241081,5.865858555,4.768655777,burping
2de90528-c564-4d2a-b3c2-52657d6c8f5f-1432025425082-1.7-m-04-ch.wav,0.217260227,0.259596974,926.4089325,502.6494262,1395.419088,0.063854257,-246.6774292,176.8019104,-48.12918472,-60.62082291,-11.55345249,-15.98750401,-14.88547707,-15.58949661,-23.30584145,-10.9539299,-7.409700394,-9.941860199,9.932085991,20.35786438,10.38119125,6.452804565,0.944163024,-8.321592331,-7.262692928,-5.452245235,coldHot
868D4615-B63E-4B41-9284-08AF67C2C655-1429990838-1.0-m-04-ch.wav,0.319082171,0.004558992,1971.126178,1654.166004,3710.59158,0.110370964,-455.8108521,116.1743622,-66.5463562,44.46651077,-38.42894363,10.77743053,-10.94134617,10.07113171,-9.478735924,-8.401003838,-2.495968819,-20.47637177,-10.34807491,-22.47296715,-0.286492974,-18.0374794,-12.6699934,-12.81781864,-13.3933363,-9.811648369,coldHot
999bf14b-e417-4b44-b746-9253f81efe38-1430844958178-1.7-m-04-ch.wav,0.287299335,0.032588504,746.5652494,534.1153592,1240.43534,0.046430959,-448.8068237,179.0601807,-9.049278259,-31.93021584,6.408936501,-1.900220275,-12.44911861,-10.10786915,-9.276734352,-1.587149024,0.748857021,-5.850522518,-6.271122456,-7.990941525,-11.31812954,-3.692822695,4.361828804,5.444403172,6.155454159,2.561501026,coldHot
999bf14b-e417-4b44-b746-9253f81efe38-1430844979531-1.7-m-04-ch.wav,0.371870548,0.012976394,746.0084954,626.1821923,1300.518758,0.047599229,-490.7464905,125.9294891,11.41218185,-14.42273045,3.48154521,0.624184012,-6.842748165,-8.084568977,-9.06156826,-1.873953819,7.057224751,4.387684822,-2.873958826,-6.537805557,-7.66194725,-6.63673687,-5.835061073,-6.982443333,-7.074526787,-5.266832829,coldHot
999bf14b-e417-4b44-b746-9253f81efe38-1430844994519-1.7-m-04-ch.wav,0.266063124,0.050408375,838.6926062,574.7327586,1422.744976,0.053243957,-380.9410706,146.2917633,-10.86455917,-32.42111206,0.479255617,-11.62656307,-27.26793289,-16.37746429,-5.377154827,-3.668736458,-4.313711643,-2.699962378,-0.374090195,-5.43743372,-11.92305183,-7.990170479,-1.513241768,-0.508969426,0.755173564,2.698417664,coldHot
999bf14b-e417-4b44-b746-9253f81efe38-1430845018393-1.7-m-26-ch.wav,0.346654028,0.021768978,829.3674086,605.4719231,1427.188909,0.056458748,-438.9763489,139.553772,-4.834907532,-32.20064163,3.832220554,8.74591732,-4.803338051,-10.28729057,-9.536000252,-2.336205006,2.868965387,-1.747890353,-6.374582767,-6.409755707,-7.069828987,-7.838881969,-7.288571835,-6.004095078,-3.300513744,-1.072033525,coldHot
999bf14b-e417-4b44-b746-9253f81efe38-1430845035663-1.7-m-26-ch.wav,0.270538896,0.05148115,796.6974572,535.6387261,1353.26788,0.051105678,-365.4719543,178.3568268,-14.43146038,-37.83055496,2.790079355,-12.46325684,-29.47662735,-16.50592422,-4.475842953,-1.322982669,-3.350680113,-3.8590312,0.784212828,-3.15237236,-11.45617485,-7.187963009,-1.191713214,-2.949361563,-1.222525954,3.542313337,coldHot
C5127741-5897-468C-A543-7F1B72569F0E-1427294402-1.0-f-72-ch.wav,0.72377038,0.000295455,2838.213957,2034.513683,5337.061436,0.233335381,-634.9874268,107.9893875,-75.57763672,66.89684296,-60.01399994,37.18170166,-36.90137863,9.783538818,-16.81370926,-8.302365303,-2.497292757,-18.69129372,5.544463634,-21.60059547,6.810466766,-17.51600647,2.577201843,-11.47008514,-4.510353088,-3.675366163,coldHot
d6cda191-4962-4308-9a36-46d5648a95ed-1431086262776-1.7-m-04-ch.wav,0.332101524,0.057996176,1804.374161,823.0900514,2728.767793,0.163769531,-339.4510803,117.9600143,-106.35392,-19.83910179,17.67548561,-39.99448013,4.238815308,20.63501358,-23.77887726,-3.264177561,13.11161327,-11.1233263,-7.561261177,-3.696520805,-7.976166248,4.642537594,1.94909668,-3.166282415,10.40869427,6.872090816,coldHot
f258a8e2-92cd-4843-9da4-80ed26ec8e10-1436944996156-1.7-f-26-ch.wav,0.30418241,0.118121199,1705.046531,865.9978729,2736.442454,0.144371325,-262.421814,132.0297089,-98.28461456,-15.42270565,10.95270348,-43.97175598,8.489518166,15.07227612,-29.74749565,1.725157261,6.895110607,-25.02889442,-2.879395485,6.063378811,-12.15117359,1.290454745,7.8251791,0.410393894,5.777333736,-0.776946366,coldHot
f29c8526-92ea-450c-aaf3-965b99725dc7-1437001374115-1.7-f-26-ch.wav,0.42714268,0.000871014,1008.193877,908.2838187,2080.538086,0.061263021,-689.8804932,151.9254456,-22.32634354,9.377001762,20.79814529,-19.77271271,2.8698318,7.942877769,-12.06104088,4.718169689,2.358431101,-12.65377808,2.098839521,0.496125698,-9.680444717,0.369306773,-4.30325079,-10.13456821,1.565802693,-1.815800786,coldHot
f29c8526-92ea-450c-aaf3-965b99725dc7-1437001388513-1.7-f-04-ch.wav,0.407120019,0.000903023,1119.237406,910.5658318,2125.485587,0.084993598,-700.7183228,173.3731842,-44.04418945,10.24461937,29.10992432,-24.82603455,5.54561758,12.54496956,-14.91768742,4.413879871,0.832811654,-15.63785744,3.876726866,-0.698027134,-12.65141582,3.239342213,-1.822258711,-10.66674709,0.295183063,-4.546832561,coldHot
0D1AD73E-4C5E-45F3-85C4-9A3CB71E8856-1434282085-1.1-f-04-dc.wav,0.58518219,0.015223692,1336.193952,1473.386357,2684.021077,0.067517009,-330.862793,171.0009308,-49.06866837,46.47097397,-42.21446991,18.95343781,-24.10728645,-2.053788662,-12.85177231,-14.19316196,-7.701672077,-18.33560753,1.301330805,-15.36586189,-2.692853212,-20.61528015,-11.43248463,-13.73276138,-4.997902393,-1.78787291,discomfort
10A40438-09AA-4A21-83B4-8119F03F7A11-1430925142-1.0-f-26-dc.wav,0.275980234,0.154901564,2118.433269,1776.211813,4155.159532,0.101255303,-187.1725922,85.63191986,-56.13479233,15.36281586,-53.39356613,6.850711823,-27.01675415,4.029240131,-12.12910557,-8.496779442,-2.542978764,-19.69419289,2.343216419,-10.93909264,10.42156982,1.118102789,3.179451466,-1.931409001,-3.813899755,-2.017800331,discomfort
11417AC2-DCC9-48CD-8177-CA8665E51B2F-1436881512-1.1-m-48-dc.wav,0.374402732,0.019662347,1804.578866,1678.874704,3625.670902,0.10736852,-314.9139709,137.0634308,-59.04839325,50.06262207,-49.46493912,14.99332905,-23.06555557,5.606033802,-19.71517944,-15.23661613,-9.515254974,-23.24263573,-3.080581903,-20.77313423,-1.128077984,-14.67028713,1.396365166,-9.346925735,-2.4010396,2.231284857,discomfort
1309B82C-F146-46F0-A723-45345AFA6EA8-1430703937-1.0-f-48-dc.wav,0.329240531,0.106365532,2559.054169,1762.120311,4504.681922,0.15397836,-226.2549744,67.41843414,-68.60403442,35.04590988,-36.56571579,13.88821316,-18.41890717,12.72859669,-12.22212124,-2.406344891,-1.671051264,-13.17701626,8.248457909,-12.32765198,0.938714325,-11.17175674,7.692159653,4.192657948,8.427721024,6.03802681,discomfort
1309B82C-F146-46F0-A723-45345AFA6EA8-1430704008-1.0-f-48-dc.wav,0.395382911,0.033915929,2192.062225,1711.194999,4072.627471,0.13166132,-340.49823,91.57622528,-54.01047134,33.39892197,-33.70145798,1.939431667,-23.38600349,1.595517993,-9.537481308,-9.560663223,-6.348596573,-15.1633606,0.810772419,-13.82109356,-2.84653306,-9.556993484,0.297341466,-2.126128197,-1.996768832,-3.799524546,discomfort
